"sep=,"
Version CSV3|Tool WebUI|Linebreaks CR/LF|Delimiter comma,,,,,,
,,,,,,
,SB6.0-1SP-US-40 364,SB6.0-1SP-US-40 364,SB6.0-1SP-US-40 364,SB6.0-1SP-US-40 364,SB6.0-1SP-US-40 364,SB6.0-1SP-US-40 364
,Sunny Boy 6.0,Sunny Boy 6.0,Sunny Boy 6.0,Sunny Boy 6.0,Sunny Boy 6.0,Sunny Boy 6.0
,1990031364,1990031364,1990031364,1990031364,1990031364,1990031364
,Metering.TotWhOut,Metering.GridMs.TotWhOut,Metering.GridMs.AbsWhOut,Metering.GridMs.TotWhIn,Metering.GridMs.AbsWhIn,Metering.TotS0
,Analog,Analog,Analog,Analog,Analog,Analog
DD.MM.YYYY hh:mm:ss,[Wh],[Wh],[Wh],[Wh],[Wh],
14.06.2018 01:00:00,0,NaN,NaN,NaN,NaN,0
15.06.2018 01:00:00,3053,NaN,NaN,NaN,NaN,0
16.06.2018 01:00:00,8110,NaN,NaN,NaN,NaN,0
17.06.2018 01:00:00,26561,NaN,NaN,NaN,NaN,0
18.06.2018 01:00:00,43441,NaN,NaN,NaN,NaN,0
19.06.2018 01:00:00,70833,NaN,NaN,NaN,NaN,0
20.06.2018 01:00:00,84447,NaN,NaN,NaN,NaN,0
21.06.2018 01:00:00,103991,NaN,NaN,NaN,NaN,0
22.06.2018 01:00:00,137450,NaN,NaN,NaN,NaN,0
23.06.2018 01:00:00,173429,NaN,NaN,NaN,NaN,0
24.06.2018 01:00:00,207733,NaN,NaN,NaN,NaN,0
25.06.2018 01:00:00,242796,NaN,NaN,NaN,NaN,0
26.06.2018 01:00:00,277785,NaN,NaN,NaN,NaN,0
27.06.2018 01:00:00,312742,NaN,NaN,NaN,NaN,0
28.06.2018 01:00:00,347970,NaN,NaN,NaN,NaN,0
29.06.2018 01:00:00,383419,NaN,NaN,NaN,NaN,0
30.06.2018 01:00:00,418824,NaN,NaN,NaN,NaN,0
01.07.2018 01:00:00,453620,NaN,NaN,NaN,NaN,0
02.07.2018 01:00:00,489508,NaN,NaN,NaN,NaN,0
03.07.2018 01:00:00,526505,NaN,NaN,NaN,NaN,0
04.07.2018 01:00:00,563361,NaN,NaN,NaN,NaN,0
05.07.2018 01:00:00,600780,NaN,NaN,NaN,NaN,0
06.07.2018 01:00:00,637415,NaN,NaN,NaN,NaN,0
07.07.2018 01:00:00,667988,NaN,NaN,NaN,NaN,0
08.07.2018 01:00:00,702338,NaN,NaN,NaN,NaN,0
09.07.2018 01:00:00,732518,NaN,NaN,NaN,NaN,0
10.07.2018 01:00:00,766881,NaN,NaN,NaN,NaN,0
11.07.2018 01:00:00,796190,NaN,NaN,NaN,NaN,0
12.07.2018 01:00:00,821543,NaN,NaN,NaN,NaN,0
13.07.2018 01:00:00,852020,NaN,NaN,NaN,NaN,0
14.07.2018 01:00:00,881548,NaN,NaN,NaN,NaN,0
15.07.2018 01:00:00,912957,NaN,NaN,NaN,NaN,0
16.07.2018 01:00:00,937507,NaN,NaN,NaN,NaN,0
17.07.2018 01:00:00,956043,NaN,NaN,NaN,NaN,0
18.07.2018 01:00:00,981946,NaN,NaN,NaN,NaN,0
19.07.2018 01:00:00,1013071,NaN,NaN,NaN,NaN,0
20.07.2018 01:00:00,1045778,NaN,NaN,NaN,NaN,0
21.07.2018 01:00:00,1081264,NaN,NaN,NaN,NaN,0
22.07.2018 01:00:00,1110761,NaN,NaN,NaN,NaN,0
23.07.2018 01:00:00,1142765,NaN,NaN,NaN,NaN,0
24.07.2018 01:00:00,1165481,NaN,NaN,NaN,NaN,0
25.07.2018 01:00:00,1197844,NaN,NaN,NaN,NaN,0
26.07.2018 01:00:00,1233155,NaN,NaN,NaN,NaN,0
27.07.2018 01:00:00,1268120,NaN,NaN,NaN,NaN,0
28.07.2018 01:00:00,1300839,NaN,NaN,NaN,NaN,0
29.07.2018 01:00:00,1333603,NaN,NaN,NaN,NaN,0
30.07.2018 01:00:00,1353847,NaN,NaN,NaN,NaN,0
31.07.2018 01:00:00,1383649,NaN,NaN,NaN,NaN,0
01.08.2018 01:00:00,1412625,NaN,NaN,NaN,NaN,0
02.08.2018 01:00:00,1444515,NaN,NaN,NaN,NaN,0
03.08.2018 01:00:00,1478374,NaN,NaN,NaN,NaN,0
04.08.2018 01:00:00,1510955,NaN,NaN,NaN,NaN,0
05.08.2018 01:00:00,1539749,NaN,NaN,NaN,NaN,0
06.08.2018 01:00:00,1570628,NaN,NaN,NaN,NaN,0
07.08.2018 01:00:00,1597735,NaN,NaN,NaN,NaN,0
08.08.2018 01:00:00,1625183,NaN,NaN,NaN,NaN,0
09.08.2018 01:00:00,1658953,NaN,NaN,NaN,NaN,0
10.08.2018 01:00:00,1693464,NaN,NaN,NaN,NaN,0
11.08.2018 01:00:00,1725652,NaN,NaN,NaN,NaN,0
12.08.2018 01:00:00,1756437,NaN,NaN,NaN,NaN,0
13.08.2018 01:00:00,1787176,NaN,NaN,NaN,NaN,0
14.08.2018 01:00:00,1818183,NaN,NaN,NaN,NaN,0
15.08.2018 01:00:00,1851352,NaN,NaN,NaN,NaN,0
16.08.2018 01:00:00,1883260,NaN,NaN,NaN,NaN,0
17.08.2018 01:00:00,1915389,NaN,NaN,NaN,NaN,0
18.08.2018 01:00:00,1944802,NaN,NaN,NaN,NaN,0
19.08.2018 01:00:00,1960123,NaN,NaN,NaN,NaN,0
20.08.2018 01:00:00,1987650,NaN,NaN,NaN,NaN,0
21.08.2018 01:00:00,2013560,NaN,NaN,NaN,NaN,0
22.08.2018 01:00:00,2043570,NaN,NaN,NaN,NaN,0
23.08.2018 01:00:00,2075934,NaN,NaN,NaN,NaN,0
24.08.2018 01:00:00,2108011,NaN,NaN,NaN,NaN,0
25.08.2018 01:00:00,2121914,NaN,NaN,NaN,NaN,0
26.08.2018 01:00:00,2140694,NaN,NaN,NaN,NaN,0
27.08.2018 01:00:00,2173029,NaN,NaN,NaN,NaN,0
28.08.2018 01:00:00,2204595,NaN,NaN,NaN,NaN,0
29.08.2018 01:00:00,2223238,NaN,NaN,NaN,NaN,0
30.08.2018 01:00:00,2253252,NaN,NaN,NaN,NaN,0
31.08.2018 01:00:00,2283665,NaN,NaN,NaN,NaN,0
01.09.2018 01:00:00,2317482,NaN,NaN,NaN,NaN,0
02.09.2018 01:00:00,2349817,NaN,NaN,NaN,NaN,0
03.09.2018 01:00:00,2381788,NaN,NaN,NaN,NaN,0
04.09.2018 01:00:00,2407735,NaN,NaN,NaN,NaN,0
05.09.2018 01:00:00,2422624,NaN,NaN,NaN,NaN,0
06.09.2018 01:00:00,2449807,NaN,NaN,NaN,NaN,0
07.09.2018 01:00:00,2476522,NaN,NaN,NaN,NaN,0
08.09.2018 01:00:00,2498131,NaN,NaN,NaN,NaN,0
09.09.2018 01:00:00,2517151,NaN,NaN,NaN,NaN,0
10.09.2018 01:00:00,2542327,NaN,NaN,NaN,NaN,0
11.09.2018 01:00:00,2574628,NaN,NaN,NaN,NaN,0
12.09.2018 01:00:00,2606708,NaN,NaN,NaN,NaN,0
13.09.2018 01:00:00,2637966,NaN,NaN,NaN,NaN,0
14.09.2018 01:00:00,2670678,NaN,NaN,NaN,NaN,0
15.09.2018 01:00:00,2702498,NaN,NaN,NaN,NaN,0
16.09.2018 01:00:00,2734817,NaN,NaN,NaN,NaN,0
17.09.2018 01:00:00,2767811,NaN,NaN,NaN,NaN,0
18.09.2018 01:00:00,2799800,NaN,NaN,NaN,NaN,0
19.09.2018 01:00:00,2829258,NaN,NaN,NaN,NaN,0
20.09.2018 01:00:00,2860201,NaN,NaN,NaN,NaN,0
21.09.2018 01:00:00,2889919,NaN,NaN,NaN,NaN,0
22.09.2018 01:00:00,2920801,NaN,NaN,NaN,NaN,0
23.09.2018 01:00:00,2927706,NaN,NaN,NaN,NaN,0
24.09.2018 01:00:00,2959189,NaN,NaN,NaN,NaN,0
25.09.2018 01:00:00,2990741,NaN,NaN,NaN,NaN,0
26.09.2018 01:00:00,3018821,NaN,NaN,NaN,NaN,0
27.09.2018 01:00:00,3045354,NaN,NaN,NaN,NaN,0
28.09.2018 01:00:00,3069775,NaN,NaN,NaN,NaN,0
29.09.2018 01:00:00,3100350,NaN,NaN,NaN,NaN,0
30.09.2018 01:00:00,3131664,NaN,NaN,NaN,NaN,0
01.10.2018 01:00:00,3163035,NaN,NaN,NaN,NaN,0
02.10.2018 01:00:00,3194067,NaN,NaN,NaN,NaN,0
03.10.2018 01:00:00,3223394,NaN,NaN,NaN,NaN,0
04.10.2018 01:00:00,3249712,NaN,NaN,NaN,NaN,0
05.10.2018 01:00:00,3258369,NaN,NaN,NaN,NaN,0
06.10.2018 01:00:00,3266011,NaN,NaN,NaN,NaN,0
07.10.2018 01:00:00,3283849,NaN,NaN,NaN,NaN,0
08.10.2018 01:00:00,3300636,NaN,NaN,NaN,NaN,0
09.10.2018 01:00:00,3314411,NaN,NaN,NaN,NaN,0
10.10.2018 01:00:00,3328279,NaN,NaN,NaN,NaN,0
11.10.2018 01:00:00,3338620,NaN,NaN,NaN,NaN,0
12.10.2018 01:00:00,3359337,NaN,NaN,NaN,NaN,0
13.10.2018 01:00:00,3383184,NaN,NaN,NaN,NaN,0
14.10.2018 01:00:00,3400516,NaN,NaN,NaN,NaN,0
15.10.2018 01:00:00,3406793,NaN,NaN,NaN,NaN,0
16.10.2018 01:00:00,3432881,NaN,NaN,NaN,NaN,0
17.10.2018 01:00:00,3461870,NaN,NaN,NaN,NaN,0
18.10.2018 01:00:00,3488221,NaN,NaN,NaN,NaN,0
19.10.2018 01:00:00,3517490,NaN,NaN,NaN,NaN,0
20.10.2018 01:00:00,3545330,NaN,NaN,NaN,NaN,0
21.10.2018 01:00:00,3555103,NaN,NaN,NaN,NaN,0
22.10.2018 01:00:00,3568100,NaN,NaN,NaN,NaN,0
23.10.2018 01:00:00,3595673,NaN,NaN,NaN,NaN,0
24.10.2018 01:00:00,3622551,NaN,NaN,NaN,NaN,0
25.10.2018 01:00:00,3649418,NaN,NaN,NaN,NaN,0
26.10.2018 01:00:00,3675784,NaN,NaN,NaN,NaN,0
27.10.2018 01:00:00,3687766,NaN,NaN,NaN,NaN,0
28.10.2018 01:00:00,3709295,NaN,NaN,NaN,NaN,0
29.10.2018 01:00:00,3728778,NaN,NaN,NaN,NaN,0
30.10.2018 01:00:00,3754173,NaN,NaN,NaN,NaN,0
31.10.2018 01:00:00,3780306,NaN,NaN,NaN,NaN,0
01.11.2018 01:00:00,3805825,NaN,NaN,NaN,NaN,0
02.11.2018 01:00:00,3827488,NaN,NaN,NaN,NaN,0
03.11.2018 01:00:00,3837038,NaN,NaN,NaN,NaN,0
04.11.2018 01:00:00,3863010,NaN,NaN,NaN,NaN,0
05.11.2018 00:00:00,3887444,NaN,NaN,NaN,NaN,0
06.11.2018 00:00:00,3912874,NaN,NaN,NaN,NaN,0
07.11.2018 00:00:00,3938652,NaN,NaN,NaN,NaN,0
08.11.2018 00:00:00,3956082,NaN,NaN,NaN,NaN,0
09.11.2018 00:00:00,3981369,NaN,NaN,NaN,NaN,0
10.11.2018 00:00:00,4006676,NaN,NaN,NaN,NaN,0
11.11.2018 00:00:00,4031228,NaN,NaN,NaN,NaN,0
12.11.2018 00:00:00,4056886,NaN,NaN,NaN,NaN,0
13.11.2018 00:00:00,4081856,NaN,NaN,NaN,NaN,0
14.11.2018 00:00:00,4106495,NaN,NaN,NaN,NaN,0
15.11.2018 00:00:00,4129629,NaN,NaN,NaN,NaN,0
16.11.2018 00:00:00,4151431,NaN,NaN,NaN,NaN,0
17.11.2018 00:00:00,4176289,NaN,NaN,NaN,NaN,0
18.11.2018 00:00:00,4200371,NaN,NaN,NaN,NaN,0
19.11.2018 00:00:00,4224436,NaN,NaN,NaN,NaN,0
20.11.2018 00:00:00,4247733,NaN,NaN,NaN,NaN,0
21.11.2018 00:00:00,4271029,NaN,NaN,NaN,NaN,0
22.11.2018 00:00:00,4294837,NaN,NaN,NaN,NaN,0
23.11.2018 00:00:00,4318490,NaN,NaN,NaN,NaN,0
24.11.2018 00:00:00,4341780,NaN,NaN,NaN,NaN,0
25.11.2018 00:00:00,4365141,NaN,NaN,NaN,NaN,0
26.11.2018 00:00:00,4370186,NaN,NaN,NaN,NaN,0
27.11.2018 00:00:00,4390969,NaN,NaN,NaN,NaN,0
28.11.2018 00:00:00,4412993,NaN,NaN,NaN,NaN,0
29.11.2018 00:00:00,4435733,NaN,NaN,NaN,NaN,0
30.11.2018 00:00:00,4458332,NaN,NaN,NaN,NaN,0
01.12.2018 00:00:00,4477850,NaN,NaN,NaN,NaN,0
02.12.2018 00:00:00,4495343,NaN,NaN,NaN,NaN,0
03.12.2018 00:00:00,4512151,NaN,NaN,NaN,NaN,0
04.12.2018 00:00:00,4522474,NaN,NaN,NaN,NaN,0
05.12.2018 00:00:00,NaN,NaN,NaN,NaN,NaN,0
06.12.2018 00:00:00,4535160,NaN,NaN,NaN,NaN,0
07.12.2018 00:00:00,4543347,NaN,NaN,NaN,NaN,0
08.12.2018 00:00:00,4554969,NaN,NaN,NaN,NaN,0
09.12.2018 00:00:00,4572164,NaN,NaN,NaN,NaN,0
10.12.2018 00:00:00,4575706,NaN,NaN,NaN,NaN,0
11.12.2018 00:00:00,4585782,NaN,NaN,NaN,NaN,0
12.12.2018 00:00:00,4605244,NaN,NaN,NaN,NaN,0
13.12.2018 00:00:00,4625029,NaN,NaN,NaN,NaN,0
14.12.2018 00:00:00,4643643,NaN,NaN,NaN,NaN,0
15.12.2018 00:00:00,4658111,NaN,NaN,NaN,NaN,0
16.12.2018 00:00:00,4671496,NaN,NaN,NaN,NaN,0
17.12.2018 00:00:00,4690060,NaN,NaN,NaN,NaN,0
18.12.2018 00:00:00,4706887,NaN,NaN,NaN,NaN,0
19.12.2018 00:00:00,4719409,NaN,NaN,NaN,NaN,0
20.12.2018 00:00:00,4737782,NaN,NaN,NaN,NaN,0
21.12.2018 00:00:00,4744927,NaN,NaN,NaN,NaN,0
22.12.2018 00:00:00,4762282,NaN,NaN,NaN,NaN,0
23.12.2018 00:00:00,4781023,NaN,NaN,NaN,NaN,0
24.12.2018 00:00:00,4799736,NaN,NaN,NaN,NaN,0
25.12.2018 00:00:00,4810836,NaN,NaN,NaN,NaN,0
26.12.2018 00:00:00,4827271,NaN,NaN,NaN,NaN,0
27.12.2018 00:00:00,4839782,NaN,NaN,NaN,NaN,0
28.12.2018 00:00:00,4857808,NaN,NaN,NaN,NaN,0
29.12.2018 00:00:00,4872033,NaN,NaN,NaN,NaN,0
30.12.2018 00:00:00,4880052,NaN,NaN,NaN,NaN,0
31.12.2018 00:00:00,4888817,NaN,NaN,NaN,NaN,0
01.01.2019 00:00:00,4889010,NaN,NaN,NaN,NaN,0
02.01.2019 00:00:00,4906822,NaN,NaN,NaN,NaN,0
03.01.2019 00:00:00,4926308,NaN,NaN,NaN,NaN,0
04.01.2019 00:00:00,4926578,NaN,NaN,NaN,NaN,0
05.01.2019 00:00:00,4933642,NaN,NaN,NaN,NaN,0
06.01.2019 00:00:00,4953729,NaN,NaN,NaN,NaN,0
07.01.2019 00:00:00,4974672,NaN,NaN,NaN,NaN,0
08.01.2019 00:00:00,4995146,NaN,NaN,NaN,NaN,0
09.01.2019 00:00:00,5007620,NaN,NaN,NaN,NaN,0
10.01.2019 00:00:00,5013888,NaN,NaN,NaN,NaN,0
11.01.2019 00:00:00,5018835,NaN,NaN,NaN,NaN,0
12.01.2019 00:00:00,5039112,NaN,NaN,NaN,NaN,0
13.01.2019 00:00:00,5050450,NaN,NaN,NaN,NaN,0
14.01.2019 00:00:00,5061283,NaN,NaN,NaN,NaN,0
15.01.2019 00:00:00,5077983,NaN,NaN,NaN,NaN,0
16.01.2019 00:00:00,5085143,NaN,NaN,NaN,NaN,0
17.01.2019 00:00:00,5091123,NaN,NaN,NaN,NaN,0
18.01.2019 00:00:00,5101522,NaN,NaN,NaN,NaN,0
19.01.2019 00:00:00,5113253,NaN,NaN,NaN,NaN,0
20.01.2019 00:00:00,5123472,NaN,NaN,NaN,NaN,0
21.01.2019 00:00:00,5139754,NaN,NaN,NaN,NaN,0
22.01.2019 00:00:00,5158294,NaN,NaN,NaN,NaN,0
23.01.2019 00:00:00,5181645,NaN,NaN,NaN,NaN,0
24.01.2019 00:00:00,5200281,NaN,NaN,NaN,NaN,0
25.01.2019 00:00:00,5207863,NaN,NaN,NaN,NaN,0
26.01.2019 00:00:00,5228064,NaN,NaN,NaN,NaN,0
27.01.2019 00:00:00,5250672,NaN,NaN,NaN,NaN,0
28.01.2019 00:00:00,5275168,NaN,NaN,NaN,NaN,0
29.01.2019 00:00:00,5293973,NaN,NaN,NaN,NaN,0
30.01.2019 00:00:00,5319393,NaN,NaN,NaN,NaN,0
31.01.2019 00:00:00,5337666,NaN,NaN,NaN,NaN,0
01.02.2019 00:00:00,5360370,NaN,NaN,NaN,NaN,0
02.02.2019 00:00:00,5377151,NaN,NaN,NaN,NaN,0
03.02.2019 00:00:00,5402923,NaN,NaN,NaN,NaN,0
04.02.2019 00:00:00,5428562,NaN,NaN,NaN,NaN,0
05.02.2019 00:00:00,5454063,NaN,NaN,NaN,NaN,0
06.02.2019 00:00:00,5462216,NaN,NaN,NaN,NaN,0
07.02.2019 00:00:00,5474078,NaN,NaN,NaN,NaN,0
08.02.2019 00:00:00,5483334,NaN,NaN,NaN,NaN,0
09.02.2019 00:00:00,5497352,NaN,NaN,NaN,NaN,0
10.02.2019 00:00:00,5511700,NaN,NaN,NaN,NaN,0
11.02.2019 00:00:00,5539353,NaN,NaN,NaN,NaN,0
12.02.2019 00:00:00,5567210,NaN,NaN,NaN,NaN,0
13.02.2019 00:00:00,5576274,NaN,NaN,NaN,NaN,0
14.02.2019 00:00:00,5604565,NaN,NaN,NaN,NaN,0
15.02.2019 00:00:00,5628339,NaN,NaN,NaN,NaN,0
16.02.2019 00:00:00,5653742,NaN,NaN,NaN,NaN,0
17.02.2019 00:00:00,5662304,NaN,NaN,NaN,NaN,0
18.02.2019 00:00:00,5664688,NaN,NaN,NaN,NaN,0
19.02.2019 00:00:00,5679374,NaN,NaN,NaN,NaN,0
20.02.2019 00:00:00,5698815,NaN,NaN,NaN,NaN,0
21.02.2019 00:00:00,5719239,NaN,NaN,NaN,NaN,0
22.02.2019 00:00:00,5724932,NaN,NaN,NaN,NaN,0
23.02.2019 00:00:00,5738832,NaN,NaN,NaN,NaN,0
24.02.2019 00:00:00,5752487,NaN,NaN,NaN,NaN,0
25.02.2019 00:00:00,5759444,NaN,NaN,NaN,NaN,0
26.02.2019 00:00:00,5765182,NaN,NaN,NaN,NaN,0
27.02.2019 00:00:00,5791805,NaN,NaN,NaN,NaN,0
28.02.2019 00:00:00,5816536,NaN,NaN,NaN,NaN,0
01.03.2019 00:00:00,5843314,NaN,NaN,NaN,NaN,0
02.03.2019 00:00:00,5872452,NaN,NaN,NaN,NaN,0
03.03.2019 00:00:00,5895410,NaN,NaN,NaN,NaN,0
04.03.2019 00:00:00,5912546,NaN,NaN,NaN,NaN,0
05.03.2019 00:00:00,5935316,NaN,NaN,NaN,NaN,0
06.03.2019 00:00:00,5940020,NaN,NaN,NaN,NaN,0
07.03.2019 00:00:00,5952796,NaN,NaN,NaN,NaN,0
08.03.2019 00:00:00,5967374,NaN,NaN,NaN,NaN,0
09.03.2019 00:00:00,5995037,NaN,NaN,NaN,NaN,0
10.03.2019 00:00:00,6007048,NaN,NaN,NaN,NaN,0
11.03.2019 01:00:00,6027332,NaN,NaN,NaN,NaN,0
12.03.2019 01:00:00,6037248,NaN,NaN,NaN,NaN,0
13.03.2019 01:00:00,6054202,NaN,NaN,NaN,NaN,0
14.03.2019 01:00:00,6085915,NaN,NaN,NaN,NaN,0
15.03.2019 01:00:00,6098132,NaN,NaN,NaN,NaN,0
16.03.2019 01:00:00,6102190,NaN,NaN,NaN,NaN,0
17.03.2019 01:00:00,6108889,NaN,NaN,NaN,NaN,0
18.03.2019 01:00:00,6139361,NaN,NaN,NaN,NaN,0
19.03.2019 01:00:00,6164836,NaN,NaN,NaN,NaN,0
20.03.2019 01:00:00,6198209,NaN,NaN,NaN,NaN,0
21.03.2019 01:00:00,6231546,NaN,NaN,NaN,NaN,0
22.03.2019 01:00:00,6260443,NaN,NaN,NaN,NaN,0
23.03.2019 01:00:00,6291823,NaN,NaN,NaN,NaN,0
24.03.2019 01:00:00,6324349,NaN,NaN,NaN,NaN,0
25.03.2019 01:00:00,6334288,NaN,NaN,NaN,NaN,0
26.03.2019 01:00:00,6353979,NaN,NaN,NaN,NaN,0
27.03.2019 01:00:00,6386560,NaN,NaN,NaN,NaN,0
28.03.2019 01:00:00,6417702,NaN,NaN,NaN,NaN,0
29.03.2019 01:00:00,6451715,NaN,NaN,NaN,NaN,0
30.03.2019 01:00:00,6477893,NaN,NaN,NaN,NaN,0
31.03.2019 01:00:00,6505142,NaN,NaN,NaN,NaN,0
01.04.2019 01:00:00,6539406,NaN,NaN,NaN,NaN,0
02.04.2019 01:00:00,6565494,NaN,NaN,NaN,NaN,0
03.04.2019 01:00:00,6588765,NaN,NaN,NaN,NaN,0
04.04.2019 01:00:00,6605063,NaN,NaN,NaN,NaN,0
05.04.2019 01:00:00,6638789,NaN,NaN,NaN,NaN,0
06.04.2019 01:00:00,6657064,NaN,NaN,NaN,NaN,0
07.04.2019 01:00:00,6673490,NaN,NaN,NaN,NaN,0
08.04.2019 01:00:00,6698070,NaN,NaN,NaN,NaN,0
09.04.2019 01:00:00,6727536,NaN,NaN,NaN,NaN,0
10.04.2019 01:00:00,6761158,NaN,NaN,NaN,NaN,0
11.04.2019 01:00:00,6792081,NaN,NaN,NaN,NaN,0
12.04.2019 01:00:00,6824957,NaN,NaN,NaN,NaN,0
13.04.2019 01:00:00,6847036,NaN,NaN,NaN,NaN,0
14.04.2019 01:00:00,6852707,NaN,NaN,NaN,NaN,0
15.04.2019 01:00:00,6875140,NaN,NaN,NaN,NaN,0
16.04.2019 01:00:00,6911257,NaN,NaN,NaN,NaN,0
17.04.2019 01:00:00,6944576,NaN,NaN,NaN,NaN,0
18.04.2019 01:00:00,6979280,NaN,NaN,NaN,NaN,0
19.04.2019 01:00:00,7004082,NaN,NaN,NaN,NaN,0
20.04.2019 01:00:00,7027862,NaN,NaN,NaN,NaN,0
21.04.2019 01:00:00,7058604,NaN,NaN,NaN,NaN,0
22.04.2019 01:00:00,7096232,NaN,NaN,NaN,NaN,0
23.04.2019 01:00:00,7132715,NaN,NaN,NaN,NaN,0
24.04.2019 01:00:00,7148733,NaN,NaN,NaN,NaN,0
25.04.2019 01:00:00,7181877,NaN,NaN,NaN,NaN,0
26.04.2019 01:00:00,7211243,NaN,NaN,NaN,NaN,0
27.04.2019 01:00:00,7234185,NaN,NaN,NaN,NaN,0
28.04.2019 01:00:00,7265891,NaN,NaN,NaN,NaN,0
29.04.2019 01:00:00,7302284,NaN,NaN,NaN,NaN,0
30.04.2019 01:00:00,7332362,NaN,NaN,NaN,NaN,0
01.05.2019 01:00:00,7367735,NaN,NaN,NaN,NaN,0
02.05.2019 01:00:00,7396268,NaN,NaN,NaN,NaN,0
03.05.2019 01:00:00,7409233,NaN,NaN,NaN,NaN,0
04.05.2019 01:00:00,7426126,NaN,NaN,NaN,NaN,0
05.05.2019 01:00:00,7454296,NaN,NaN,NaN,NaN,0
06.05.2019 01:00:00,7486314,NaN,NaN,NaN,NaN,0
07.05.2019 01:00:00,7524511,NaN,NaN,NaN,NaN,0
08.05.2019 01:00:00,7562286,NaN,NaN,NaN,NaN,0
09.05.2019 01:00:00,7598113,NaN,NaN,NaN,NaN,0
10.05.2019 01:00:00,7626418,NaN,NaN,NaN,NaN,0
11.05.2019 01:00:00,7655776,NaN,NaN,NaN,NaN,0
12.05.2019 01:00:00,7668459,NaN,NaN,NaN,NaN,0
13.05.2019 01:00:00,7686280,NaN,NaN,NaN,NaN,0
14.05.2019 01:00:00,7700604,NaN,NaN,NaN,NaN,0
15.05.2019 01:00:00,7739692,NaN,NaN,NaN,NaN,0
16.05.2019 01:00:00,7775957,NaN,NaN,NaN,NaN,0
17.05.2019 01:00:00,7813394,NaN,NaN,NaN,NaN,0
18.05.2019 01:00:00,7850691,NaN,NaN,NaN,NaN,0
19.05.2019 01:00:00,7878692,NaN,NaN,NaN,NaN,0
20.05.2019 01:00:00,7896840,NaN,NaN,NaN,NaN,0
21.05.2019 01:00:00,7923034,NaN,NaN,NaN,NaN,0
22.05.2019 01:00:00,7960265,NaN,NaN,NaN,NaN,0
23.05.2019 01:00:00,7971755,NaN,NaN,NaN,NaN,0
24.05.2019 01:00:00,7980999,NaN,NaN,NaN,NaN,0
25.05.2019 01:00:00,8004121,NaN,NaN,NaN,NaN,0
26.05.2019 01:00:00,8024429,NaN,NaN,NaN,NaN,0
27.05.2019 01:00:00,8044695,NaN,NaN,NaN,NaN,0
28.05.2019 01:00:00,8076775,NaN,NaN,NaN,NaN,0
29.05.2019 01:00:00,8113195,NaN,NaN,NaN,NaN,0
30.05.2019 01:00:00,8138293,NaN,NaN,NaN,NaN,0
31.05.2019 01:00:00,8166732,NaN,NaN,NaN,NaN,0
01.06.2019 01:00:00,8197488,NaN,NaN,NaN,NaN,0
02.06.2019 01:00:00,8229181,NaN,NaN,NaN,NaN,0
03.06.2019 01:00:00,8262958,NaN,NaN,NaN,NaN,0
04.06.2019 01:00:00,8298140,NaN,NaN,NaN,NaN,0
05.06.2019 01:00:00,8334156,NaN,NaN,NaN,NaN,0
06.06.2019 01:00:00,8366132,NaN,NaN,NaN,NaN,0
07.06.2019 01:00:00,8395740,NaN,NaN,NaN,NaN,0
08.06.2019 01:00:00,8420828,NaN,NaN,NaN,NaN,0
09.06.2019 01:00:00,8448750,NaN,NaN,NaN,NaN,0
10.06.2019 01:00:00,8485467,NaN,NaN,NaN,NaN,0
11.06.2019 01:00:00,8514491,NaN,NaN,NaN,NaN,0
12.06.2019 01:00:00,8551925,NaN,NaN,NaN,NaN,0
13.06.2019 01:00:00,8590347,NaN,NaN,NaN,NaN,0
14.06.2019 01:00:00,8626921,NaN,NaN,NaN,NaN,0
15.06.2019 01:00:00,8663785,NaN,NaN,NaN,NaN,0
16.06.2019 01:00:00,8698371,NaN,NaN,NaN,NaN,0
17.06.2019 01:00:00,8733267,NaN,NaN,NaN,NaN,0
18.06.2019 01:00:00,8768402,NaN,NaN,NaN,NaN,0
19.06.2019 01:00:00,8799929,NaN,NaN,NaN,NaN,0
20.06.2019 01:00:00,8829638,NaN,NaN,NaN,NaN,0
21.06.2019 01:00:00,8849194,NaN,NaN,NaN,NaN,0
22.06.2019 01:00:00,8876407,NaN,NaN,NaN,NaN,0
23.06.2019 01:00:00,8912488,NaN,NaN,NaN,NaN,0
24.06.2019 01:00:00,8947102,NaN,NaN,NaN,NaN,0
25.06.2019 01:00:00,8979219,NaN,NaN,NaN,NaN,0
26.06.2019 01:00:00,9002488,NaN,NaN,NaN,NaN,0
27.06.2019 01:00:00,9040470,NaN,NaN,NaN,NaN,0
28.06.2019 01:00:00,9077646,NaN,NaN,NaN,NaN,0
29.06.2019 01:00:00,9110506,NaN,NaN,NaN,NaN,0
30.06.2019 01:00:00,9141063,NaN,NaN,NaN,NaN,0
01.07.2019 01:00:00,9176620,NaN,NaN,NaN,NaN,0
02.07.2019 01:00:00,9206284,NaN,NaN,NaN,NaN,0
03.07.2019 01:00:00,9233459,NaN,NaN,NaN,NaN,0
04.07.2019 01:00:00,9256163,NaN,NaN,NaN,NaN,0
05.07.2019 01:00:00,9289303,NaN,NaN,NaN,NaN,0
06.07.2019 01:00:00,9322027,NaN,NaN,NaN,NaN,0
07.07.2019 01:00:00,9357999,NaN,NaN,NaN,NaN,0
