datetime,tempmax,tempmin,precip,precipcover,snow,snowdepth,cloudcover,solarradiation,solarenergy
2021-04-06,56.9,35.2,0,0,0,0,2.3,293,25.3
2021-04-07,63.3,23.9,0,0,0,0,0,295.5,25.5
2021-04-08,69.9,28.6,0,0,0,0,19.4,223.2,19.2
2021-04-09,64.2,28.1,0,0,0,0,0,283.7,24.5
2021-04-10,67.2,24.7,0,0,0,0,0,273.7,23.7
2021-04-11,69.3,28.7,0,0,0,0,0,237.3,20.6
2021-04-12,68.2,31.3,0,0,0,0,0,186.5,16.3
2021-04-13,61.9,39.7,0,0,0,0,63.9,131.2,11.7
2021-04-14,71,47.7,0,0,0,0,2.3,285.3,24.7
2021-04-15,59.3,33.8,0,0,0,0,21.7,264.8,23
2021-04-16,54.9,22.3,0,0,0,0,18.9,262.6,22.6
2021-04-17,52.5,30.2,0,0,0,0,61.1,227.1,19.7
2021-04-18,59,24.9,0,0,0,0,25.1,288.3,25
2021-04-19,65.1,23.2,0,0,0,0,15.5,314.4,27
2021-04-20,58.2,33.9,0,0,0,0,6,313.5,27
2021-04-21,68,31.8,0,0,0,0,4.1,234.5,20.1
2021-04-22,60.4,42.5,0,0,0,0,47,236.7,20.4
2021-04-23,61.3,35.6,0.012,4.17,0,0,34.6,241.3,20.9
2021-04-24,69.2,26.9,0,0,0,0,2.3,291.6,25.1
2021-04-25,75,41.1,0,0,0,0,4.1,265.6,22.9
2021-04-26,65,45.4,0,0,0,0,0.1,173,15
2021-04-27,56.7,37,0.003,8.33,0,0,67.1,215.1,18.6
2021-04-28,63.9,27.1,0,0,0,0,17.3,225.6,19.4
2021-04-29,74.8,30.3,0,0,0,0,0,290.8,25.1
2021-04-30,78.3,33.7,0,0,0,0,0,83.8,7.2
2021-05-01,80,36.8,0,0,0,0,0,136.2,11.7
2021-05-02,76,41.7,0,0,0,0,14.7,23.1,2
2021-05-03,58.2,38.2,0.116,4.17,0,0,41.9,221.3,19.1
2021-05-04,70,30.9,0,0,0,0,33.5,265.1,23
2021-05-05,75.9,33.7,0,0,0,0,0,206.2,17.7
2021-05-06,81.4,30.6,0,0,0,0,0,85.3,7.3
2021-05-07,82,40.8,0,0,0,0,6.6,127.4,11.1
2021-05-08,73.3,45.4,0,0,0,0,26.4,239,20.8
2021-05-09,68.3,31,0,0,0,0,10.9,314.1,27
2021-05-10,69.6,38.2,0,0,0,0,36,283.2,24.4
2021-05-11,66.1,30.8,0,0,0,0,2.2,315.3,27.4
2021-05-12,73,31.5,0,0,0,0,0.1,288,25
2021-05-13,79.3,33.9,0,0,0,0,0,68.1,5.8
2021-05-14,81.3,37.8,0,0,0,0,0,70.5,6
2021-05-15,81.3,39.3,0,0,0,0,2.3,67.8,5.9
2021-05-16,78.2,40.8,0,0,0,0,0,246,21.2
2021-05-17,69.2,46.1,0,0,0,0,28.6,255.2,22.1
2021-05-18,73.7,44.9,0,0,0,0,63.9,106.1,9.1
2021-05-19,80,39,0,0,0,0,15.6,171,14.8
2021-05-20,81.9,56.8,0,0,0,0,5.5,65.2,5.6
2021-05-21,66.1,51.3,0.106,25,0,0,77.3,108.8,9.4
2021-05-22,78,55.8,0,0,0,0,43.2,98.1,8.6
2021-05-23,64.9,39.4,0,0,0,0,2.1,19.7,1.7
2021-05-24,70.3,30,0,0,0,0,0,46,3.8
2021-05-25,77.1,33.7,0,0,0,0,0,37.2,3.2
2021-05-26,73.1,42.3,0,0,0,0,0,29.7,2.5
2021-05-27,79.6,36.9,0,0,0,0,1.1,18.2,1.5
2021-05-28,82.3,38.9,0,0,0,0,0,14.4,1.2
2021-05-29,82.3,40.5,0,0,0,0,0,29.5,2.5
2021-05-30,82.3,41.7,0,0,0,0,0,60.3,5.1
2021-05-31,77,44.3,0,0,0,0,14.4,70.4,6.1
2021-06-01,79.4,41.8,0,0,0,0,10.1,56,4.7
2021-06-02,85.2,43.6,0,0,0,0,0,10.5,0.9
2021-06-03,85.6,53.4,0,0,0,0,12.4,6.6,0.6
2021-06-04,91.7,47.9,0,0,0,0,4.4,70.3,6.1
2021-06-05,90.2,56.2,0.012,4.17,0,0,6.4,80.9,6.9
2021-06-06,89.9,51.2,0,0,0,0,3.2,21.3,1.8
2021-06-07,87.1,53.4,0,0,0,0,0,3.3,0.3
2021-06-08,85,48.7,0,0,0,0,1.2,17.9,1.6
2021-06-09,89.1,43.5,0,0,0,0,0,25.3,2.2
2021-06-10,88.3,50.1,0,0,0,0,0,69.6,6.1
2021-06-11,87.4,43.1,0,0,0,0,0,24.5,2.1
2021-06-12,92.3,41.8,0,0,0,0,0,73.6,6.4
2021-06-13,96.3,42.5,0,0,0,0,0,79.2,6.8
2021-06-14,96.3,46.8,0,0,0,0,0,164.5,14.1
2021-06-15,93.7,48.2,0,0,0,0,1.1,104.3,9.1
2021-06-16,100.2,67.6,0,0,0,0,0,150.8,13
2021-06-17,96.7,61.8,0,0,0,0,3.7,127.5,10.9
2021-06-18,94,59,0.031,4.17,0,0,6.9,23.5,1.9
2021-06-19,95.2,57.8,0,0,0,0,1.2,47,4.1
2021-06-20,94.1,54.5,0,0,0,0,0,91.5,7.8
2021-06-21,96.8,54.5,0,0,0,0,0,128.7,11
2021-06-22,92,53.9,0,0,0,0,0,132.3,11.4
2021-06-23,84.2,56.7,0.021,8.33,0,0,38.5,57.3,5
2021-06-24,83.9,47.7,0,0,0,0,10.3,98.9,8.3
2021-06-25,77.1,57.4,0.168,20.83,0,0,51.3,93.1,8
2021-06-26,81.2,47.5,0,0,0,0,8.9,26.6,2.3
2021-06-27,83.1,48.8,0,0,0,0,12.9,49.8,4.2
2021-06-28,78.8,50.1,0.005,8.33,0,0,40.7,69.9,5.8
2021-06-29,68.4,53.6,0.477,37.5,0,0,95.9,51.6,4.2
2021-06-30,81.2,57.3,0,0,0,0,55.3,59,5
2021-07-01,86.8,54.3,0,0,0,0,14.1,28.1,2.3
2021-07-02,92.1,54,0,0,0,0,11.9,57,4.9
2021-07-03,90.5,61.7,0,0,0,0,4.9,112.3,9.7
2021-07-04,95.8,55.1,0,0,0,0,4.8,160.2,13.6
2021-07-05,94.2,59.5,0,0,0,0,17.7,49.9,4.4
2021-07-06,92.2,56.7,0.012,4.17,0,0,14.2,66.3,5.7
2021-07-07,93.1,61.5,0,0,0,0,1.2,5.4,0.4
2021-07-08,96.9,65.7,0.012,8.33,0,0,0,40.1,3.5
2021-07-09,100.9,56.8,0,0,0,0,0,72.3,6.2
2021-07-10,100.3,59.2,0,0,0,0,0,98,8.4
2021-07-11,96.2,59.9,0,0,0,0,0,45.2,4
2021-07-12,93.8,58.9,0,0,0,0,0.1,126.8,11.1
2021-07-13,92.9,65.3,0.108,12.5,0,0,19.3,94.3,8
2021-07-14,79.3,61.5,0.062,12.5,0,0,62.1,100,8.5
2021-07-15,89.2,54.5,0,0,0,0,4.9,239,20.7
2021-07-16,89.5,56.8,0.019,4.17,0,0,26.1,65.8,5.5
2021-07-17,88.9,66.2,0,0,0,0,24.9,70.1,6
2021-07-18,92,57.5,0.012,4.17,0,0,17,84.7,7.3
2021-07-19,90.3,61.9,0.051,12.5,0,0,30.5,94.6,8.2
2021-07-20,92.2,60.7,0,0,0,0,22.3,15.8,1.4
2021-07-21,90.3,63.9,0,0,0,0,10.7,0.5,0
2021-07-22,88.2,64.2,0.158,16.67,0,0,43.2,62.8,5.4
2021-07-23,84.7,62.7,0.097,8.33,0,0,52.2,39,3.4
2021-07-24,78,60.8,0.152,16.67,0,0,43.5,31.7,2.7
2021-07-25,81.8,56.4,0,0,0,0,19.4,2.3,0.2
2021-07-26,86.1,56.4,0,0,0,0,47,30.2,2.6
2021-07-27,81.3,58.1,0.173,4.17,0,0,34,17.5,1.5
2021-07-28,87.2,60.1,0.035,4.17,0,0,22.4,0.4,0
2021-07-29,89.2,59.6,0.032,12.5,0,0,32.7,36.4,3.1
2021-07-30,86.7,60.9,0.132,20.83,0,0,38.9,29.7,2.5
2021-07-31,86.9,54.9,0,0,0,0,8.3,30.8,2.6
2021-08-01,85.8,60.3,0.001,4.17,0,0,51.2,47.2,4.1
2021-08-02,85.7,62.3,0.026,16.67,0,0,32.5,86.3,7.4
2021-08-03,87,52.9,0,0,0,0,16.8,131.6,11.4
2021-08-04,89,52.2,0,0,0,0,1.1,92.6,8
2021-08-05,90,54.7,0,0,0,0,0,191,16.5
2021-08-06,92.8,52.8,0,0,0,0,5.5,73.2,6.2
2021-08-07,85.2,51.3,0,0,0,0,65.8,53.3,4.5
2021-08-08,90.2,47.8,0,0,0,0,0,99.5,8.5
2021-08-09,90.4,48.4,0,0,0,0,0,63.4,5.5
2021-08-10,93,50.7,0,0,0,0,0,22.4,1.8
2021-08-11,88.4,58.3,0,0,0,0,2.1,4.1,0.3
2021-08-12,89.6,61.2,0,0,0,0,0,16,1.3
2021-08-13,91.3,61,0.673,12.5,0,0,7.6,104.2,8.9
2021-08-14,86.4,56,0,0,0,0,2.1,72.5,6.2
2021-08-15,90.8,60.3,0.003,4.17,0,0,10.8,74.2,6.3
2021-08-16,81.1,56.1,0.465,8.33,0,0,13.3,47.2,4.1
2021-08-17,86.5,50.8,0,0,0,0,0,38.3,3.3
2021-08-18,80.3,56.6,0.265,25,0,0,42.9,46.2,4
2021-08-19,76.2,54.8,0.151,12.5,0,0,81.2,58.9,5.2
2021-08-20,75,47.3,0.108,8.33,0,0,24.2,152.5,13.3
2021-08-21,82.8,48.7,0,0,0,0,40,281.7,24.5
2021-08-22,83.9,52.6,0,0,0,0,3.3,311.8,27.1
2021-08-23,87,53.7,0,0,0,0,18.4,298.2,25.7
2021-08-24,84.1,51.9,0,0,0,0,0,319.7,27.6
2021-08-25,88.3,46.3,0,0,0,0,0,307.6,26.3
2021-08-26,87.8,56.3,0,0,0,0,35.6,251.7,21.6
2021-08-27,88.2,58,0.039,4.17,0,0,13.9,300.4,25.9
2021-08-28,89.2,52.8,0,0,0,0,4.8,293.7,25.4
2021-08-29,91.3,50.3,0,0,0,0,0,297.9,25.8
2021-08-30,89.2,53.8,0,0,0,0,0,273.6,23.5
2021-08-31,89.3,53.1,0,0,0,0,5.4,256.5,22
2021-09-01,71.8,59.7,0.466,33.33,0,0,68,81.7,7.1
2021-09-02,72.4,55.6,0.116,20.83,0,0,63.8,145.2,12.6
2021-09-03,79.3,51.8,0.012,4.17,0,0,6.8,224.8,19.3
2021-09-04,83.1,49.9,0,0,0,0,5.9,273.4,23.6
2021-09-05,87,44.3,0,0,0,0,0,288.8,25.1
2021-09-06,88.2,46,0,0,0,0,0,275.1,23.9
2021-09-07,91.2,46.2,0,0,0,0,0,274.7,23.9
2021-09-08,90.4,48.6,0,0,0,0,0,272.9,23.7
2021-09-09,92.2,47.1,0,0,0,0,0,280.8,24.4
2021-09-10,90.4,49.8,0,0,0,0,0,266.8,23.2
2021-09-11,87,51.4,0,0,0,0,1.1,261.6,22.8
2021-09-12,86.4,51.2,0,0,0,0,4.3,264.5,22.7
2021-09-13,85.3,49.8,0,0,0,0,14.3,260.1,22.6
2021-09-14,86.4,51.4,0,0,0,0,25.1,272.9,23.6
2021-09-15,85.4,43.2,0,0,0,0,0,269.8,23.3
2021-09-16,83.1,44.1,0,0,0,0,0,260,22.5
2021-09-17,83.4,41.7,0,0,0,0,0,272.5,23.4
2021-09-18,84.1,44.9,0.238,16.67,0,0,42,165.6,14.3
2021-09-19,76.2,50.9,0.05,12.5,0,0,36.6,228,19.5
2021-09-20,72.4,47.2,0,0,0,0,3.2,236.7,20.4
2021-09-21,74.2,34.3,0,0,0,0,0,270.9,23.5
2021-09-22,77.6,35.6,0,0,0,0,0,250.4,21.6
2021-09-23,79.5,37.3,0,0,0,0,1.2,248.1,21.4
2021-09-24,81.3,41.4,0,0,0,0,2.2,243.5,21.1
2021-09-25,82.1,40.8,0,0,0,0,6.2,238.7,20.6
2021-09-26,73.2,44.8,0,0,0,0,19.8,140.7,12.2
2021-09-27,67.5,51.8,0.107,25,0,0,58.7,105.9,9.3
2021-09-28,66.2,44.4,0,0,0,0,60.8,132.8,11.5
2021-09-29,65.2,51.3,0.02,8.33,0,0,73,117.4,10.1
2021-09-30,57.2,42.4,0.403,29.17,0,0,64.5,101.1,8.8
2021-10-01,58.2,45,0.014,12.5,0,0,82.7,131,11.2
2021-10-02,67,40.2,0,0,0,0,7.3,223.3,19.3
2021-10-03,72.2,40.5,0,0,0,0,0,222.9,19.2
2021-10-04,74.9,39.6,0,0,0,0,0,224,19.4
2021-10-05,73.9,41.4,0.019,4.17,0,0,33.9,159.8,13.8
2021-10-06,67.2,48.2,0.285,20.83,0,0,40.9,176.6,15.2
2021-10-07,70.2,40.7,0,0,0,0,7.4,159.1,13.7
2021-10-08,69.2,47.7,0,0,0,0,36.5,123.4,10.8
2021-10-09,63.1,45.6,0.05,4.17,0,0,49.7,197.5,17.1
2021-10-10,62,37,0,0,0,0,9.2,213.8,18.6
2021-10-11,66,30,0,0,0,0,2.1,188.8,16.3
2021-10-12,54.8,32.8,0.373,45.83,0,0,90.3,58.4,4.9
2021-10-13,46.2,32.2,0,0,0,0,77.9,98,8.5
2021-10-14,51.1,29.4,0.012,4.17,0,0,65,146.5,12.6
2021-10-15,54.2,24.9,0,0,0,0,0,209.5,18
2021-10-16,62.5,26.3,0,0,0,0,0,208.5,18.1
2021-10-17,70.3,30.5,0,0,0,0,0.1,191.3,16.5
2021-10-18,67.1,33.4,0,0,0,0,9.4,190.5,16.4
2021-10-19,54.3,33.2,0.012,4.17,0,0,48.6,186.3,16.1
2021-10-20,61.2,26,0,0,0,0,0,194.5,16.7
2021-10-21,65.2,27.1,0,0,0,0,0,162.5,13.9
2021-10-22,68.3,27.3,0,0,0,0,0,189.7,16.4
2021-10-23,63.2,31.5,0,0,0,0,25.5,136.2,11.7
2021-10-24,65.1,35.7,0,0,0,0,22.8,156.9,13.3
2021-10-25,72.3,36.9,0,0,0,0,0,177.2,15.3
2021-10-26,60.7,35.9,0.398,25,0,0,71.3,57.8,4.9
2021-10-27,50.1,31.5,0,0,0,0,4.5,176.1,15.1
2021-10-28,62.1,34.2,0,0,0,0,0,173.8,15.1
2021-10-29,64.3,28.4,0,0,0,0,0,172.5,14.8
2021-10-30,66.2,28.7,0,0,0,0,0,172,14.8
2021-10-31,65.7,32.4,0,0,0,0,0,151.1,13
2021-11-01,63.3,32.1,0,0,0,0,14.6,151.3,13.2
2021-11-02,61.3,38,0,0,0,0,54.7,128.5,11
2021-11-03,63.2,27.3,0,0,0,0,0.1,165.2,14.4
2021-11-04,61.4,25.8,0,0,0,0,0,166.7,14.3
2021-11-05,64.5,27.8,0,0,0,0,0,159.4,13.8
2021-11-06,68.4,27.1,0,0,0,0,0,161.6,13.8
2021-11-07,67.3,27.1,0,0,0,0,0,147.8,13.2
2021-11-08,66,31.4,0,0,0,0,0,147.4,12.7
2021-11-09,59.1,29.8,0.012,4.17,0,0,34,86.1,7.3
2021-11-10,55,30.5,0,0,0,0,25.1,156.1,13.4
2021-11-11,55.9,26.8,0,0,0,0,0,155.9,13.6
2021-11-12,62.1,26.3,0,0,0,0,0,150.3,13.1
2021-11-13,61.2,27.5,0,0,0,0,0,137.7,11.9
2021-11-14,62.1,25.8,0,0,0,0,0,126.3,10.9
2021-11-15,62.6,28.8,0,0,0,0,0,141.7,12
2021-11-16,61.2,30.5,0,0,0,0,2.3,87.9,7.5
2021-11-17,56.9,20.5,0,0,0,0,0,145,12.5
2021-11-18,55.1,15,0,0,0,0,0,142.1,12.2
2021-11-19,56.3,24.6,0,0,0,0,3.4,100.3,8.7
2021-11-20,54.1,24.8,0,0,0,0,48.3,94.3,8.2
2021-11-21,52.3,20.7,0,0,0,0,0,139.9,12.1
2021-11-22,51.8,17.1,0,0,0,0,0,137.9,11.8
2021-11-23,46.3,18.2,0.091,16.67,0,0,47.7,32.8,2.9
2021-11-24,45.2,24.2,0.001,4.17,0,0,25.2,132.3,11.6
2021-11-25,46.2,15.1,0,0,0,0,2.1,134,11.5
2021-11-26,46,15.5,0,0,0,0,0,131.9,11.5
2021-11-27,49.1,20.6,0,0,0,0,0,130.7,11.2
2021-11-28,52.9,20.1,0,0,0,0,0,128.2,10.8
2021-11-29,54,22.1,0,0,0,0,0,128.4,10.9
2021-11-30,55.8,24.2,0,0,0,0,0,131,11.4
2021-12-01,54.1,20.2,0,0,0,0,0,126,10.9
2021-12-02,55,21.9,0,0,0,0,0,125.3,10.8
2021-12-03,55.5,21.3,0,0,0,0,0,124.5,10.7
2021-12-04,55.6,20.3,0,0,0,0,0,123.3,10.6
2021-12-05,54.5,22.4,0,0,0,0,0,123.8,10.7
2021-12-06,51.3,17.4,0,0,0,0,12.5,99.4,8.7
2021-12-07,46.1,27.4,0.033,16.67,0,0,76.1,52.6,4.5
2021-12-08,45.1,20.5,0,0,0,0,74.2,45.8,3.9
2021-12-09,42.9,37.4,0.769,37.5,1.2,0.4,99.9,14.9,1.4
2021-12-10,36.5,13.8,0.255,37.5,0.7,1.4,59.7,47.9,4.2
2021-12-11,31,8.4,0,0,0.8,1.4,0,123.7,10.6
2021-12-12,43.1,14,0,0,4.2,3.5,0,122.9,10.5
2021-12-13,52.6,19.5,0,0,0,3.6,7.8,117.8,10.2
2021-12-14,46.8,38.6,0.001,4.17,1,1.4,74.4,49,4.2
2021-12-15,46.7,16.3,0.11,8.33,0.6,1.7,66.2,69.4,6.1
2021-12-16,37.1,9.9,0,0,0,1.1,8.6,91.8,8
2021-12-17,37.1,13.4,0,0,0,1,3.2,120.7,10.3
2021-12-18,33.5,8.4,0,0,0.6,0.9,0,119.7,10.2
2021-12-19,38.2,12.1,0,0,1.6,1.5,0,119.9,10.3
2021-12-20,43.3,12.6,0,0,0,2,0,119.1,10.2
2021-12-21,43.3,15.6,0,0,0,2,0,102.1,8.7
2021-12-22,45.8,16,0,0,0,1.8,0,99.9,8.6
2021-12-23,47,30.8,0.04,8.33,0,1.2,87.5,29,2.7
2021-12-24,42.1,35.5,0.724,75,3,2.2,100,14.4,1.3
2021-12-25,43.7,34.3,0.012,4.17,1.8,5.4,78.5,89.4,7.7
2021-12-26,42.8,30.3,0,0,0,5.2,56.9,71.5,6
2021-12-27,37.8,25.1,0,0,0,5.1,70.3,50.3,4.2
2021-12-28,34,23.9,0.069,16.67,2.4,3.4,99.1,38.2,3.4
2021-12-29,32.3,27.4,0.117,33.33,1.5,4.6,100,53.7,4.6
2021-12-30,36.1,23.8,0,0,0,4.2,92.5,75,6.6
2021-12-31,41.2,31.3,0.045,16.67,0,2.8,97.1,58.1,5.1
2022-01-01,30.9,12.2,0.006,4.17,0,2.2,51,124.8,10.6
2022-01-02,30.1,5.5,0,0,0,2,0,122.6,10.5
2022-01-03,35,10.1,0,0,0,1.5,0,127,11.1
2022-01-04,43.7,19.9,0,0,0,1.3,17.2,90.4,7.8
2022-01-05,44.1,18.8,0,0,0.6,1.2,1.1,122.3,10.7
2022-01-06,48.1,22.6,0,0,4.8,4.3,2.3,126.1,10.9
2022-01-07,53.1,23.2,0,0,0,5.7,0,124.8,10.9
2022-01-08,44.2,27.7,0,0,0,5.2,47.3,49.7,4.3
2022-01-09,43.2,16.9,0,0,0,5.1,0,130.4,11.3
2022-01-10,44.4,17.1,0,0,0,5.1,0,130.5,11.3
2022-01-11,43.5,18.3,0,0,0,5.1,0,119.9,10.4
2022-01-12,46.1,18.3,0,0,0,5.1,0,126.4,10.9
2022-01-13,49.4,20.6,0,0,0,5.1,3.7,123,10.9
2022-01-14,47.8,25.1,0,0,0,4.9,7.8,131.3,11.4
2022-01-15,45.2,18.3,0,0,0,3.8,0,136.2,11.8
2022-01-16,45.5,16.5,0,0,0,3,0,136.4,11.6
2022-01-17,43,13.1,0,0,0,2,0,115.8,10.1
2022-01-18,46.1,17.6,0,0,0,2,25.8,120.2,10.3
2022-01-19,44.1,19.8,0,0,0,2,0,128.2,11.3
2022-01-20,45,16.6,0,0,0,2,0,139.9,12
2022-01-21,39.1,17.3,0,0,0.1,1.8,58.6,59.3,5.2
2022-01-22,48.6,21.6,0,0,0,1.2,20.9,139.5,12.1
2022-01-23,47.9,15.6,0,0,0,1.2,0,142.6,12.3
2022-01-24,47.2,18.7,0,0,0,1.2,0,146.8,12.7
2022-01-25,44.2,15.5,0,0,0,1.2,37.5,107.9,9.4
2022-01-26,41.2,19.6,0,0,0,0.9,47.6,145.3,12.5
2022-01-27,39.9,12.2,0,0,0,0.1,0,151.7,13.1
2022-01-28,40.3,8.3,0,0,0,0,0,151.6,13
2022-01-29,45.5,9.8,0,0,0,0,0,155.8,13.4
2022-01-30,44.1,14,0,0,0,0,0,144.7,12.5
2022-01-31,47.1,12.8,0,0,0,0,0,141.3,12.3
2022-02-01,41.3,21.3,0,0,1.2,0.4,61.1,75.8,6.6
2022-02-02,33,18,0.024,8.33,0.7,1,52.4,156.4,13.6
2022-02-03,30.9,3.5,0,0,1.6,1.5,0,138.4,12.2
2022-02-04,35.1,2.8,0,0,0,2,0,165.3,14.3
2022-02-05,41.1,5.4,0,0,0,2,0,168,14.6
2022-02-06,46,10.1,0,0,0,1.8,0,169.4,14.6
2022-02-07,44.3,9.5,0,0,0,1,0,172.2,14.8
2022-02-08,55.6,14.2,0,0,0,0.1,0,173.1,14.9
2022-02-09,53.4,15,0,0,0,0,0,155,13.4
2022-02-10,54.8,20,0,0,0,0,0,162,13.9
2022-02-11,58.9,20.4,0,0,0,0,0,180.5,15.5
2022-02-12,49,19,0,0,0,0,0,181.3,15.7
2022-02-13,53.1,15.6,0,0,0,0,0,185.9,16.1
2022-02-14,55.1,14.4,0,0,0,0,0,184.2,16
2022-02-15,56,23.2,0,0,0,0,1.1,153.8,13.3
2022-02-16,47.1,26.4,0.073,12.5,0.9,0.3,80.5,128.1,11
2022-02-17,43,20.3,0.012,4.17,0.6,1,29.6,195.8,16.7
2022-02-18,48.9,13.7,0,0,0,0.4,0,195.9,16.8
2022-02-19,51.2,14.4,0,0,0,0,0,198.3,17.1
2022-02-20,55.8,15.8,0,0,0,0,0,193.8,16.8
2022-02-21,43.8,31.5,0.037,12.5,2.1,0.7,63.3,46.5,4.1
2022-02-22,40.3,27.8,0.175,41.67,1.7,3.1,99.5,108.7,9.5
2022-02-23,36.2,22.7,0.186,29.17,1.7,3,99.2,63.2,5.4
2022-02-24,29.9,8.1,0.034,12.5,0.5,3.5,59.7,143.2,12.7
2022-02-25,37,7.1,0,0,0.2,2.5,4.5,199.7,17.4
2022-02-26,37.2,6.8,0,0,0,1.7,0,215.7,18.8
2022-02-27,44.2,10.4,0,0,0,1.1,0,215.4,18.5
2022-02-28,51.3,18.3,0,0,0.3,0.6,0,214.8,18.4
2022-03-01,58.3,21.9,0,0,0.1,0.3,0,220,19
2022-03-02,63.3,23.5,0,0,0,0.8,0,223,19.3
2022-03-03,67.7,26,0,0,0,1.4,0,183.9,15.9
2022-03-04,56.6,33.2,0,0,0.8,0.2,70.4,102.6,8.9
2022-03-05,45,31.3,0.081,16.67,1.3,0.8,99.2,81.1,7.1
2022-03-06,34.9,22,0.043,20.83,0.8,1.4,85.7,117.2,10.2
2022-03-07,34.7,19.9,0,0,0.7,1.4,71.6,130.7,11.4
2022-03-08,38.9,16.3,0,0,1.7,1.5,5.8,229.1,19.8
2022-03-09,44.8,24,0,0,1,1.2,81.1,173.5,15
2022-03-10,36.4,23.2,0.094,33.33,1.1,1.5,71.7,122.5,10.6
2022-03-11,39.9,16.5,0,0,1.7,1.1,0,235.8,20.5
2022-03-12,48,17.6,0,0,0,0.1,0,235.5,20.4
2022-03-13,54.8,19,0,0,0.8,0.3,12.7,231.6,19.3
2022-03-14,55,26.8,0,0,0.5,0.9,17.3,245.8,21.3
2022-03-15,58.3,20.5,0,0,0,0.1,0,244.2,21.1
2022-03-16,59.9,28.5,0,0,0,0,36.3,193.5,16.7
2022-03-17,48.9,29.3,0,0,0,0,9.9,251.4,21.6
2022-03-18,55.1,20.3,0,0,0,0,10.5,245.8,21.2
2022-03-19,57,19.6,0,0,0,0,0,205.8,17.9
2022-03-20,55.3,40.2,0,0,0,0,58.5,77.3,6.6
2022-03-21,52,31.6,0.062,8.33,0.1,0,42.4,239.5,20.8
2022-03-22,48.9,27,0,0,0,0,1.2,234.1,20.1
2022-03-23,55.8,20.4,0,0,0,0,0,265.3,22.8
2022-03-24,65.8,24.4,0,0,0,0,0,262.8,22.6
2022-03-25,69.3,27.7,0,0,0,0,0,264.4,22.7
2022-03-26,74.7,28.4,0,0,0,0,0,264.6,22.8
2022-03-27,73.9,29.2,0,0,0,0,0,260.6,22.6
2022-03-28,67.1,32.5,0.019,4.17,0,0,39.1,167.5,14.5
2022-03-29,46.7,33.7,0.548,54.17,0.4,0,99.4,204.6,17.7
2022-03-30,53.1,35.2,0.025,8.33,0,0,60.2,216.4,18.7
2022-03-31,57.2,27.9,0.001,4.17,0,0,27.9,230,19.8
2022-04-01,58.3,35.7,0.013,8.33,0,0,33.9,278.1,24.1
2022-04-02,66,26.5,0,0,0,0,11.9,280.2,24.2
2022-04-03,64.2,39.2,0,0,0,0,50.8,179.8,15.5
2022-04-04,64.1,41.8,0.001,4.17,0,0,25.6,271.4,23.5
2022-04-05,70.7,33.3,0,0,0,0,7.2,267.8,23.2
2022-04-06,52.2,29.7,0,0,0,0,0,283.8,24.5
2022-04-07,61.3,21.3,0,0,0,0,0,284.6,24.4
2022-04-08,68.4,26.4,0,0,0,0,0,282.3,24.3
2022-04-09,71,27.8,0,0,0,0,1.1,245.3,21
2022-04-10,63,40.7,0,0,0,0,8.3,230.4,19.9
2022-04-11,65,26.8,0,0,1.2,0.4,24,232.9,20
2022-04-12,54.2,28.3,0.299,16.67,0.7,1.4,73.1,174.3,15
2022-04-13,46,22.6,0,0,0,0.6,43.9,269,23.4
2022-04-14,57,20,0,0,0,0,5.2,272.8,23.5
2022-04-15,65.8,30.7,0,0,0,0,0,283,24.4
2022-04-16,69.3,33,0,0,0,0,6.9,270.9,23.3
2022-04-17,69.2,32.6,0,0,0,0,0,291.6,25.2
2022-04-18,75,29.1,0,0,0,0,0,256.7,22
2022-04-19,76,39.6,0,0,0,0,4.8,236.1,20.5
2022-04-20,73.1,38.9,0,0,0,0,0,295.8,25.7
2022-04-21,76.1,35.2,0,0,0,0,0,294.1,25.4
2022-04-22,67,43.1,0,0,0,0,47.7,167.7,14.5
2022-04-23,52.4,32.3,0.012,4.17,0,0,77.7,180,15.3
2022-04-24,54,21,0,0,0,0,28.1,196.4,16.9
2022-04-25,61.4,23.8,0,0,0,0,0,301.2,26.1
2022-04-26,72,27.6,0,0,0,0,0,264,22.8
2022-04-27,74.6,42.7,0,0,0,0,2.2,281.6,24.3
2022-04-28,71.1,36.1,0,0,0,0,0,281.1,24.2
2022-04-29,62.1,39.3,0,0,0,0,0,301.3,26
2022-04-30,68.4,26.3,0,0,0,0,0,305.1,26.6
2022-05-01,74.9,32.2,0,0,0,0,16.7,292.7,25.3
2022-05-02,68.1,34.3,0,0,0,0,10.5,305.6,26.6
2022-05-03,71.8,38.6,0,0,0,0,10.1,203.4,17.9
2022-05-04,56.7,25.6,0,0,0,0,28.2,291.2,25.1
2022-05-05,70.1,27,0,0,0,0,0,309.1,26.7
2022-05-06,81.2,36.8,0,0,0,0,0,299.8,26
2022-05-07,82.9,44.3,0,0,0,0,0,292,25.3
2022-05-08,77.1,52.7,0,0,0,0,25.3,299.5,26
2022-05-09,73,47.7,0,0,0,0,6.6,306.8,26.6
2022-05-10,78.2,41.2,0,0,0,0,0,306.7,26.5
2022-05-11,77.9,43.6,0,0,0,0,0.1,209.2,18
2022-05-12,63.3,34.9,0,0,0,0,0.2,353.5,30.5
2022-05-13,72.3,29.6,0,0,0,0,0,345.4,29.7
